"나이","성별","키_cm","몸무게_kg","앉아서앞으로구부리기_cm","윗몸일으키기","멀리뛰기","등급","bmr"
24,0,181.3,74.9,11.3,52,178,"C",1587.6
39,0,164.7,59.4,10.3,51,202,"B",1338.4
39,0,183,72,18.7,46,219,"B",1492.3
24,1,163.3,51.3,21.6,35,161,"B",1328.6
39,0,180.7,81,22,52,249,"A",1574.6
25,0,181.7,81,8.8,57,220,"C",1642.2
37,1,167,57.3,28.1,31,145,"A",1331.8
30,0,182.5,86.2,1.2,45,191,"D",1670
60,0,176.5,66.4,2,23,175,"D",1328.1
27,0,172.9,84.2,9.5,39,217,"D",1647.6
24,1,161.9,50.8,21.1,40,171,"A",1321.3
42,0,165.1,54.4,16.2,47,211,"A",1277
42,1,167.9,54.3,28.5,38,157,"A",1281.1
38,1,157.4,52.1,21.5,44,197,"A",1259.9
23,0,170.5,66.9,15.1,56,222,"B",1496
25,0,169.1,55.9,22.4,59,210,"A",1378.5
28,0,164,79.7,-2.6,22,134,"D",1583.7
42,1,153.5,47.2,25.5,35,162,"A",1187
45,1,158.9,54.1,12.6,17,149,"C",1248.9
38,0,174.9,90.9,11.3,41,183,"B",1663.9
36,1,156.2,63.5,12.4,28,166,"D",1376.6
21,1,174,64.64,18.5,28,160,"D",1490
54,1,160.3,52.7,13.4,19,151,"C",1195.7
41,1,164.1,72.5,22,18,178,"D",1453.7
23,0,167.9,66.3,16.2,50,219,"C",1485.6
27,1,158.8,50.7,11,48,185,"C",1300.7
39,0,181.5,79.5,23.8,55,277,"B",1561.6
53,1,154,48.4,7.9,22,126,"D",1147.7
30,0,170.6,82,9.3,30,244,"D",1608.3
28,0,176.5,68,8.9,31,224,"D",1493.9
33,0,179,73.8,21.8,50,225,"A",1530.6
30,0,174.4,62.14,14.4,40,205,"C",1424.5
23,0,175.5,93.9,1.6,39,189,"D",1764.2
48,1,162.2,60.9,25.9,40,173,"A",1306
22,0,184.7,84.9,24,57,226,"B",1699.1
26,0,181.7,70.1,3,51,241,"D",1532.8
30,0,165,75.6,3.5,41,200,"D",1536.8
28,1,173.4,66.3,26.3,29,157,"B",1472
60,1,161.8,48.4,22.3,21,131,"A",1128.9
25,0,190.2,76,12.8,60,242,"B",1609.5
21,0,175.5,60.8,19.2,67,259,"A",1455.9
21,0,179.9,75,19.6,61,226,"B",1600.1
62,0,172.4,59.1,11.2,56,203,"B",1241.3
30,0,173,76.6,7.6,61,201,"C",1560.8
26,0,171.2,74.1,16,65,249,"A",1552.3
23,0,171.8,64.56,18.5,51,242,"B",1475.9
26,0,178.3,86.1,16.5,40,218,"D",1680.3
23,0,178.8,80.8,13.9,42,222,"C",1644.4
36,0,171.2,68.1,24.5,46,202,"C",1447.7
23,0,173,68.7,23.2,50,266,"B",1517.8
22,0,174.4,56.2,-4.3,37,221,"D",1405
46,0,171.7,74.5,12.8,31,195,"D",1463.1
37,0,179.5,76.7,12.5,47,236,"B",1540.5
26,0,181.4,74.04,16.5,54,231,"A",1570.1
61,0,159.2,67.6,9,29,161,"B",1303.8
64,0,171.5,77.2,8.7,32,171,"B",1404
62,1,151,60.9,12.5,18,130,"C",1220
33,0,169,87,7.8,48,210,"C",1639.3
21,1,168.2,55.7,26.3,41,190,"A",1393.8
31,0,172.5,69,18.9,61,229,"A",1482.2
46,1,162.3,61.2,22.5,38,163,"A",1318.5
62,1,150.2,47.7,23.3,38,115,"B",1091.9
56,0,174.2,71.3,13.3,38,208,"A",1389.8
27,1,164.1,52.3,25.2,43,190,"A",1325.6
22,0,178.2,72.5,22.2,58,270,"B",1568.4
25,0,177.1,85.48,4.5,38,201,"D",1676.9
39,0,175,81.5,2,33,214,"D",1569.1
46,1,157.4,50.8,19.4,26,124,"B",1209.8
23,0,173,63.4,28.5,65,267,"A",1466.9
47,0,173.8,68.5,10.2,35,211,"C",1404.5
25,0,173.9,70.2,22.3,62,241,"A",1524.4
32,1,159.2,55.1,11.3,24,134,"C",1320.1
22,1,176.2,68.8,19.3,48,172,"B",1529.2
22,0,166.8,61.6,22.3,55,240,"A",1443.2
28,0,180.2,93.9,11.4,48,191,"D",1749.2
40,1,158.1,54,22.7,52,168,"A",1270
22,0,174.7,83.1,9.9,2,239,"D",1663.8
34,1,167.9,56.6,23.9,27,171,"B",1340.8
31,0,169.9,79.5,5.8,44,184,"D",1578.3
46,0,171.3,65.86,18.8,46,205,"A",1379.4
63,0,160.5,59.1,1.4,27,151,"D",1215.2
56,0,175.8,66.8,1.6,31,147,"D",1349.5
44,0,173.9,94.3,5.1,29,170,"D",1666.5
23,0,165.4,72.98,10.4,62,211,"C",1545.2
27,0,171.2,63.74,15.4,44,201,"C",1448.2
63,1,153.1,53,20.8,17,94,"A",1143.3
63,0,160.4,60.6,5.8,20,167,"C",1229.4
58,0,171.1,64.4,10.4,29,181,"B",1308.6
56,1,139.5,44.8,21.1,5,100,"D",1073
55,1,154,56,20.3,25,136,"C",1211.3
61,1,161.4,58.1,21.5,19,155,"B",1216.6
32,0,173.5,61.2,22.5,54,222,"A",1404.4
30,0,185.1,87,2.7,21,180,"D",1682.4
32,0,177.8,90.7,12.9,44,225,"C",1695.4
30,0,175.5,61.2,25.2,32,218,"D",1417.4
53,0,166.9,67.9,11.8,51,187,"B",1358.2
27,1,167.8,60.9,28.5,45,182,"A",1414.8
54,0,167.7,65.2,7.6,30,178,"C",1329
57,0,174.8,78.7,23.2,32,183,"B",1457.3
22,1,161.8,43.9,28.1,33,166,"B",1264.3
39,1,161.4,48.16,19.2,46,161,"A",1224.6
27,1,158.9,47.3,22.8,55,198,"A",1268.2
62,0,172.7,79,7.1,29,158,"B",1432.9
21,1,168.9,56.3,20.1,33,114,"B",1400.8
30,0,168.5,63.5,18.5,55,246,"A",1426.9
51,0,166.2,70.84,15.7,42,209,"A",1394.5
36,0,183.2,83.8,13.9,37,219,"C",1620
63,0,170.8,68.3,14.3,45,204,"B",1322
61,1,161.3,57,12.3,10,140,"C",1205.8
59,1,153.5,52.8,12.4,50,152,"C",1160.9
61,1,160.7,58.4,23.9,19,133,"A",1218.2
21,0,173.9,72.4,10.7,42,184,"C",1564.4
28,0,171.3,59.6,7.4,49,190,"C",1403.9
24,1,158.4,54.34,15.6,37,169,"B",1349
26,0,175.6,71.1,7.9,41,195,"C",1531.4
29,0,178.1,68.38,13.9,31,177,"D",1495.7
24,0,181.6,93.5,13.7,48,216,"D",1766.7
44,1,155.2,57.1,8.7,13,159,"D",1275.7
27,0,174.7,73,6.5,35,202,"D",1543.4
58,1,157.5,48.6,22.7,11,151,"C",1132.5
42,0,175,78.6,24.4,47,211,"B",1527.2
30,0,185,79,23,50,220,"A",1605.4
29,0,169.9,69.28,11.5,54,224,"B",1489.6
29,0,179.9,87.3,-5,24,225,"D",1680.6
47,0,173.1,73.5,5.8,16,180,"D",1451.3
48,0,170.5,66.5,15.6,42,212,"A",1374.7
45,0,173.8,72.1,24.7,56,210,"B",1448.5
32,1,163.2,55,25.9,42,186,"A",1326.4
25,0,176.6,78.6,19.8,36,209,"D",1609.9
45,0,180.3,79.7,-9.5,30,175,"D",1533.2
63,0,165.5,68.3,13,29,146,"C",1312.5
27,1,162.5,57.3,1.8,45,166,"D",1370.7
41,0,167.5,73.5,3.1,39,165,"D",1469.4
22,1,158.7,50.6,25,38,170,"A",1323
48,1,159.4,52.4,22,27,143,"B",1219.4
24,1,160.1,51,26.6,57,183,"A",1320
61,0,166.6,62.7,9.7,28,141,"B",1270.1
21,0,175.5,78.7,17.2,69,226,"A",1627.7
39,1,153,53.6,22.4,19,143,"C",1261.7
24,1,160.6,61.3,-1.1,30,136,"D",1419.8
26,0,181.6,73.1,16.9,53,237,"C",1561.4
34,0,171.8,87.6,16.6,48,285,"A",1645.4
26,0,170.1,62.6,17.9,56,237,"A",1439.9
32,0,173.1,73.7,18.7,59,242,"A",1523.7
30,0,177.8,82.3,14.5,49,225,"B",1624.1
22,0,170,66.6,15.4,57,220,"B",1497
24,0,177.7,82.04,10.3,42,195,"D",1649.6
24,1,162.7,51.7,15.4,31,166,"B",1331.4
23,0,172,75.5,15.7,56,220,"C",1581.3
28,0,181.5,68.94,16.1,37,201,"D",1511.9
28,0,180.8,90.6,2.7,51,246,"D",1718.6
34,0,188.5,118.8,2.2,34,125,"D",1975
54,0,169.1,65.3,11.2,42,208,"B",1332.5
50,0,173.9,74.3,-0.6,25,188,"D",1446.3
27,1,167.5,58.2,16.4,19,110,"D",1388.3
27,1,160.7,64.8,19.2,52,163,"A",1439.4
51,0,180.8,68.6,21.7,46,212,"A",1399.3
59,1,145,48.2,12,14,116,"C",1101.4
22,0,173,70.8,20.9,51,246,"B",1542.7
27,0,180.7,86.5,19.5,42,241,"C",1683.8
46,0,173.6,81.4,22.1,48,219,"D",1532.7
56,1,163.3,66.62,19.9,21,101,"B",1325.3
30,0,178.5,82.2,24,54,234,"C",1624.4
23,1,157.4,49.3,23.5,32,182,"C",1303.5
30,0,187.4,91.2,10.1,51,234,"C",1726.8
27,1,154.5,84.5,6.8,12,165,"D",1617.4
32,0,167.8,66.1,8.3,39,178,"C",1441.2
26,1,165,62.8,26.7,69,218,"A",1432.7
50,1,157.1,60.1,23,26,121,"C",1279.7
56,0,174.9,71.3,21.9,40,198,"A",1391.1
45,1,156.5,56.8,16.2,25,158,"B",1270.5
60,0,166.5,66.9,9.9,27,170,"B",1314.9
63,0,168.7,59.48,18,27,151,"C",1233.6
21,1,169.3,60.18,11,33,166,"C",1438.8
23,0,177.2,70.8,27.9,52,236,"C",1545.5
27,1,162.6,51.5,28.5,42,168,"A",1315.2
40,1,166.1,51,22.8,37,181,"A",1255.6
50,1,157,51.1,20.3,32,166,"B",1193.2
33,1,161.3,54.8,0.6,33,143,"D",1316.3
28,1,166.1,65.6,11.4,46,165,"C",1452.1
27,0,189.5,72.5,14.8,43,272,"C",1565.2
31,0,178,87.2,16.7,48,211,"A",1666.8
22,0,171.1,75,8.2,51,223,"C",1579.6
21,0,175.4,76.84,18.8,54,240,"B",1609.7
26,0,178.3,68.4,16,58,230,"A",1510.4
26,0,163,74.4,12.1,64,245,"B",1540.4
22,0,172.3,68.5,12.1,60,230,"C",1519.3
21,1,160.8,54.9,21,47,176,"A",1372.8
21,1,158.5,61.6,13,23,124,"D",1433
24,0,186.7,71.8,15.6,43,256,"C",1567.5
22,0,170.1,69,0.7,53,168,"D",1520.2
46,0,160.2,76.2,9.5,20,187,"D",1458.7
62,0,156.4,55.84,12.4,33,170,"C",1181.2
30,0,175.8,73.8,19.1,56,250,"A",1538.9
23,0,179.2,75.4,10.8,64,233,"C",1593.3
51,0,160.7,58.7,24.4,54,237,"A",1268.1
35,1,170.8,79.7,19.5,33,179,"B",1563.1
48,0,166.7,64,7.2,49,206,"D",1343.9
24,0,170.9,63.1,8.4,42,229,"C",1455.6
27,0,175.6,70,17.3,53,239,"A",1516.2
42,1,159.2,57.9,18,24,45,"D",1300
64,1,151.9,47.6,15.9,21,104,"C",1084.6
32,1,164.1,54.4,25.5,21,137,"C",1322.2
45,0,170,76.4,15.3,48,191,"B",1482.9
58,0,175.5,66.6,19.2,39,208,"A",1337.7
22,0,163.6,61.7,12.7,60,232,"B",1438.4
32,0,170.2,70,11.9,57,221,"B",1483
40,1,168.6,61,29.8,26,192,"B",1356.1
25,0,172.9,70.2,13,54,212,"B",1522.6
24,0,171.1,68.1,15.1,53,232,"B",1503.9
23,1,162.4,61.52,22,47,165,"A",1429.8
33,0,178,84,-2,45,222,"D",1626.7
33,0,178,78.3,14.2,62,264,"B",1572
53,1,156.1,54,13.9,30,162,"C",1205.3
51,1,165.8,58,29.3,24,158,"A",1270.5
58,0,167.4,65.52,19.2,40,181,"A",1312.7
29,1,157.9,59,14,34,123,"B",1369.3
32,0,173,68.9,19,40,165,"C",1477.4
25,0,172.8,66.3,20.6,37,243,"D",1485
26,1,162.1,60.3,21.8,35,156,"A",1403.5
60,0,169.7,78.1,17.2,39,162,"B",1428.2
59,0,163.5,65.7,13.7,27,165,"C",1302.7
44,0,182.2,79.44,0.2,42,180,"D",1538.8
57,0,162.4,65.8,10.8,23,160,"D",1311.1
24,1,169.6,71.48,21.5,30,152,"C",1533.7
36,0,182.4,86.3,4.9,34,221,"D",1642.6
24,1,161.5,59.24,22.2,54,169,"A",1401.6
24,0,170.1,68.9,6.3,49,207,"C",1509.8
59,0,160.8,58.2,12.6,35,188,"B",1225.9
48,0,166.3,67.12,22.3,44,228,"A",1373.1
44,0,179,92.9,14.9,34,211,"D",1662.2
63,0,170.4,67.2,14.3,36,183,"A",1310.7
27,0,172.1,73.2,18.5,51,234,"A",1540.6
29,0,172,66.3,26.4,60,271,"A",1464.8
48,0,167.6,66.4,14.4,38,235,"B",1368.5
39,1,152.9,42.2,12.9,30,158,"C",1152
53,0,174.5,69.2,4.2,38,179,"D",1384.3
35,0,173.8,97.6,15.2,43,220,"D",1740.3
57,0,167.1,73.3,2.5,25,170,"D",1391.6
24,0,181.4,87,18.6,59,239,"B",1703.9
50,0,175,81.3,18.3,45,202,"A",1515.5
23,0,174.3,72.1,15.4,57,237,"B",1552.8
23,1,159.4,56.6,20.4,45,167,"A",1377.2
56,0,168.4,85.5,-6,20,180,"D",1515.7
24,0,172,68.24,23,48,253,"D",1506.9
52,1,152.1,49.5,25.5,41,110,"C",1159.6
59,1,156.7,55.82,14.2,22,136,"C",1195.6
29,0,169.7,66.6,18.2,48,223,"B",1463.5
26,0,174.3,80.1,17.3,62,238,"C",1615.5
43,1,167.5,51.4,21.8,43,172,"A",1247.8
23,0,180.5,85.78,17.5,43,182,"C",1695.3
52,0,167.2,79.2,3.5,38,181,"D",1471.9
28,0,168.8,61.2,17.7,52,210,"A",1414.8
51,1,167.7,58.2,25,30,184,"A",1275.9
24,1,163.8,58.2,14,10,114,"D",1395.8
59,0,177.5,73.9,15.8,33,200,"C",1406.6
26,0,164.8,60.74,25.4,51,226,"A",1412.5
47,1,160.5,61.6,13,7,132,"D",1314.4
59,0,164.6,57.2,16.1,25,184,"C",1223.1
38,1,158.6,58.4,18.5,30,162,"B",1322.5
29,0,169.6,62.8,16.6,66,229,"A",1426.9
32,0,168.5,66.8,11.3,59,229,"B",1449.2
36,0,172.5,72.7,28,48,225,"A",1494.2
24,0,155.9,55.28,20.8,49,210,"C",1353.5
46,1,150,72.8,15,28,150,"D",1407.7
28,0,174.6,74.7,15.8,50,236,"B",1554.8
50,1,157.3,51.8,19.1,30,144,"B",1200.4
50,1,167.2,60.1,24,33,144,"A",1297.9
56,0,175.1,81.5,17.7,37,209,"B",1489.4
26,0,177.9,74.74,23,58,230,"A",1570.5
24,0,177.8,75.7,7.7,55,209,"C",1589
46,1,153.1,64.8,9.7,20,142,"D",1336.5
37,1,168.8,57.6,16.5,22,165,"C",1337.9
61,1,157.2,49.2,18.9,20,165,"B",1123.6
30,0,175.5,72.4,18.9,65,231,"A",1524.9
34,0,167.4,68.9,8.4,53,231,"C",1458
62,0,170,72.7,20.2,46,199,"A",1367.5
62,0,168.7,71.8,8.5,27,197,"D",1356.5
22,0,164.2,60.8,8.9,53,199,"C",1430.8
54,1,169.1,51.9,15.7,26,157,"B",1203.8
36,0,172.4,67.7,30.2,46,244,"A",1446
48,1,155.2,64.6,17.5,28,150,"D",1328.9
40,0,181.6,78.7,0.4,44,224,"D",1549.4
49,0,169.7,67.74,17.9,49,205,"A",1380.5
24,0,176.7,76.6,12.7,58,195,"C",1595.6
46,1,165.5,58,27.6,54,181,"A",1293.5
37,1,155.7,53.8,-4.5,22,100,"D",1277.8
30,0,174.2,70.1,13.6,47,248,"B",1500.5
60,0,180,84.1,19.8,28,161,"B",1504.4
30,0,180.7,86.6,23.9,43,239,"B",1670.6
23,1,155.5,46.5,7.5,24,165,"D",1273.2
53,0,165.5,72,-4,27,196,"D",1395
43,0,173.8,85.5,9.6,41,208,"D",1586.5
22,1,160.1,54.4,18.2,37,166,"B",1362
46,0,179,78.4,17.6,35,181,"C",1513.6
30,0,171.3,70.1,26.5,50,238,"A",1495.3
34,0,182.4,90.3,13.8,38,213,"C",1690.4
45,1,161.7,53.7,14.6,33,144,"C",1250.1
26,1,165.6,48.6,22.4,40,161,"A",1297.4
61,1,155.8,59.7,21,21,125,"C",1221.9
25,1,172.5,58.2,9.6,24,160,"C",1406.7
42,0,187.1,92.4,28.3,44,223,"C",1681.4
62,0,169.1,65.3,14.8,22,152,"D",1294.9
51,0,168.1,75.4,10.1,45,199,"B",1441.7
23,0,181.2,83.6,18.8,62,221,"B",1675.6
51,0,181.9,96.9,12,30,204,"D",1673
46,1,147.6,49.2,16,32,170,"B",1176.8
57,1,149,54.4,7,20,105,"D",1177.5
50,1,162,61,4,16,110,"D",1297.2
21,1,155.1,41.56,14.6,46,169,"C",1234.5
31,0,182.2,72.9,0.7,43,180,"D",1537.1
43,1,164.1,58.1,11.5,28,179,"C",1306
35,0,173,67.9,16.8,50,246,"C",1453.7
37,1,162.7,71.3,2.7,16,159,"D",1458.4
50,0,169.3,78.3,2.8,45,190,"D",1476.4
23,0,163.1,70.3,14.1,56,200,"D",1515.4
28,0,175,61.1,-0.2,39,210,"D",1425
57,1,151.4,58.9,6.8,28,148,"D",1225.1
27,0,177.3,75.88,20.7,50,226,"B",1575.7
40,0,169.1,66.7,14.4,27,171,"D",1411.7
34,0,176.8,75.3,6.2,56,221,"C",1536.3
52,1,170.6,67.9,24.7,45,167,"B",1369.5
23,1,161.7,58.4,24.7,51,190,"A",1398.6
21,1,157.3,57.9,19.9,42,199,"A",1395.3
25,0,175.8,84.6,15.2,37,162,"D",1666.1
61,0,172.9,75,14.8,37,175,"C",1399.5
27,1,161,52.6,27.3,35,176,"A",1322.9
30,0,174.4,68.6,18.6,56,234,"A",1486.5
24,1,155.4,48,17,19,133,"D",1282.7
48,1,155.4,51.02,11.6,15,119,"D",1198.9
63,1,151.4,45.8,23.7,22,127,"A",1071.1
28,0,170.9,78.8,15.3,49,227,"C",1587.5
31,0,180.3,73.3,14.4,54,207,"B",1537.5
60,0,171.7,77.6,27.9,50,211,"A",1427
45,0,187.5,108.1,6.7,42,220,"D",1818.8
23,0,172,88.7,17.9,29,185,"D",1708
49,0,166.5,69.1,15.8,36,189,"B",1387.8
64,0,169.2,76.6,14.8,46,165,"A",1394.1
26,0,167.3,71.8,18,54,245,"A",1523.2
64,1,157,56.7,12.6,5,89,"D",1181.1
21,1,156.9,60.6,22,54,192,"A",1420.5
24,0,178.6,88.2,12.8,62,242,"C",1710.4
43,0,176.4,75.1,21.5,32,193,"C",1491.4
28,0,175.3,82.8,14.6,62,205,"B",1633.8
41,1,158.2,55.2,1,29,153,"D",1277
26,0,178,67.4,20.9,58,229,"A",1500.2
51,0,174.3,59.1,9.7,37,211,"B",1296.4
40,0,176.5,72.8,23.9,57,238,"A",1483.6
35,0,174.3,65.9,18,50,180,"A",1436.9
39,0,179.3,86.7,-1,27,193,"D",1626.8
52,1,149.4,50.7,19.6,28,147,"A",1166.2
28,0,175.2,79,20.2,52,200,"A",1597.2
50,0,170.9,90,15.2,39,213,"D",1591.6
48,0,164,54.5,11,36,197,"B",1247.8
24,0,182,88.2,28.5,51,245,"C",1716.5
38,0,171.3,65.1,21,43,202,"B",1409.7
63,0,162.4,62.4,1.6,14,135,"D",1250.3
56,1,153.5,46.3,17.1,28,145,"B",1112.6
58,0,170.7,70,12.5,30,179,"B",1361.7
41,0,184.3,78.7,22.8,60,244,"A",1549.6
52,1,156.2,64.5,22.8,25,143,"B",1311
22,0,174.8,74,17.4,56,252,"B",1576.6
22,0,182.5,82,16,50,237,"C",1667.3
34,0,175.7,80,19.5,48,221,"A",1579.5
29,0,174.6,71.4,19,51,233,"A",1518.4
27,0,176.6,75.8,21.3,58,244,"A",1573.7
31,1,163.6,61.8,19.3,15,162,"D",1397.1
40,0,181,73.8,20,60,230,"B",1501.3
28,0,177.7,84.9,17.7,40,237,"C",1658.3
29,1,157.6,48.8,20.7,38,160,"A",1270.9
22,0,177.4,84.5,14.3,53,255,"B",1682.1
21,1,162.2,55.3,24.2,46,207,"A",1379.1
51,1,156.8,64.5,16.6,32,145,"B",1316.7
25,0,187.1,86.5,17,67,247,"A",1704.7
34,0,176.4,89.8,23.5,60,232,"B",1674.8
63,1,158.3,54.76,19.4,23,142,"B",1169.5
43,0,166.3,73,4.2,44,219,"D",1453
25,1,163.1,53.2,20,26,156,"C",1341.8
41,1,152.8,48.62,20,37,173,"A",1204.1
28,0,165.3,69.5,11.1,50,218,"B",1488.1
23,1,159.2,47.7,28,44,185,"C",1291.4
28,0,171.4,72.2,15,62,260,"A",1525
31,0,173.5,88.2,22,48,210,"C",1668.3
55,0,178,65.9,13,30,186,"B",1349.5
41,0,177.9,85.9,17.5,58,231,"C",1607.2
57,0,163.2,61.2,9.5,31,173,"C",1268.4
52,1,165,51.6,11.5,9,90,"D",1203
22,1,156.9,49.2,29.5,40,165,"A",1306.3
44,1,158.5,66.9,24.6,36,200,"A",1375.7
55,0,175.9,74.2,18,45,213,"B",1425.4
57,1,161.3,57.4,27,36,160,"A",1228.5
26,0,179.9,76.4,20.2,50,235,"B",1590.1
56,0,167,65.9,20.5,37,175,"A",1325
46,0,167.2,68.8,11,43,213,"B",1400.2
28,1,167.5,58.7,17.6,38,195,"B",1388.4
22,0,165.1,60.1,16.1,58,243,"A",1425.7
41,0,170.1,60.6,13.7,43,222,"B",1350.2
33,0,163.5,54.8,18.3,39,209,"C",1320.3
32,0,191.7,90.2,15.4,52,251,"A",1715.6
59,0,168.1,66.3,12,44,216,"B",1316.8
27,0,168,70.8,17.8,70,269,"A",1510.2
22,0,184.6,90.6,22.3,58,217,"B",1753.6
27,0,186.7,75.8,8.9,48,223,"C",1591.8
22,1,160.3,49.5,27.4,38,144,"B",1315.3
28,1,162.2,55.3,24.4,38,160,"B",1346.2
31,0,174.1,76.9,12.3,59,212,"B",1560.9
28,0,168.7,86.2,1.5,44,196,"D",1654.6
26,0,177.3,78.4,22.4,57,243,"A",1604.6
41,0,179,85.5,6.5,39,255,"C",1605.3
22,0,170,66,19.2,61,204,"C",1491.2
23,0,175.1,72.7,-6.44,48,212,"D",1560
34,0,174.3,57.8,5,23,162,"D",1363.8
60,0,174,73.3,19.6,32,211,"A",1389.9
22,0,157.8,62.2,18.1,49,195,"B",1432.8
40,0,185.6,79.4,17.7,44,229,"A",1563.3
29,0,181.1,84.44,23.3,58,240,"B",1655.3
21,1,158.9,65.2,20.1,33,184,"D",1468.2
60,0,165,55.7,12.1,32,180,"A",1204.7
24,0,176,78.4,22.5,49,211,"C",1611.6
54,0,161.6,59.3,16.5,44,184,"B",1261.4
60,0,162.1,66.3,15.9,38,158,"B",1301.3
51,0,168.9,70.4,13.1,29,176,"C",1395.2
29,0,170.5,66.8,8.9,39,230,"C",1466.9
21,0,171.2,71.8,8,37,175,"D",1553.7
61,0,169.7,65.1,15.6,40,221,"B",1298.7
58,1,163.5,62,20.9,50,119,"C",1271.9
49,0,173.2,76.1,-14,2,149,"D",1467
37,0,181,84.7,20.5,53,247,"B",1620
50,1,168.2,56.5,7.9,16,140,"D",1265.2
28,0,169.7,78,13.1,40,169,"D",1577.7
42,0,173.1,68.6,6.8,32,205,"C",1427.7
24,0,176.3,78.04,12.2,52,236,"C",1608.7
60,0,171.3,65,12.5,47,200,"A",1305.3
32,0,174.2,77.9,13.4,41,223,"C",1566
24,0,178.5,84.4,17,47,250,"D",1673.7
21,1,158.2,58.6,17.7,17,155,"D",1403.6
31,0,174.3,72.7,16.8,60,256,"A",1521
27,1,166.4,53.6,20.2,44,154,"B",1342.2
25,1,160,48.9,23.6,44,200,"A",1294.9
55,0,163.7,66.9,10.5,20,177,"D",1333.4
43,0,167.1,61.3,16.9,52,223,"A",1342.2
27,0,174.6,66.3,17,53,244,"A",1478.9
26,0,168.1,68.2,17.5,62,227,"A",1490.1
29,0,162.2,73.2,14.5,36,210,"D",1513.4
26,1,168.9,59.9,13.8,38,171,"B",1411.9
29,0,181.6,74.94,16.1,49,231,"B",1565
24,0,168.4,64.74,10,44,225,"C",1466.8
42,0,176.8,76.7,-3.4,26,174,"D",1512.2
21,0,178,71.7,5.3,54,179,"D",1565
22,1,163,51.5,28,34,164,"B",1339.4
57,1,152.4,55.2,18.7,25,100,"B",1191.3
21,0,174.2,74.1,17.5,58,234,"A",1581.2
22,0,167.7,71.4,24.6,55,250,"A",1538.9
37,0,178.5,75,18.2,51,240,"C",1522.4
23,0,169.5,77.1,16.2,43,193,"C",1592.2
60,1,156.5,55.1,27.3,20,124,"A",1183.7
32,0,173.2,71,18.4,55,244,"A",1498
28,0,175.9,80.8,16.3,44,239,"D",1615.7
52,1,151.4,59.6,7.9,6,118,"D",1255.3
60,1,152.9,51.3,25.8,44,156,"B",1140.7
46,0,176.7,68.6,-0.6,26,225,"D",1415.4
62,0,168.1,73.9,22,43,194,"A",1375.6
29,0,174.6,69.4,15.1,44,220,"C",1499.2
30,0,185.4,88.6,1.9,61,227,"D",1698.3
27,0,177.5,77.6,21,46,258,"C",1592.6
21,1,160.2,56.86,29.1,44,189,"A",1390.5
25,1,166.2,60.9,29.2,55,205,"A",1421.3
34,0,170.7,53.7,18.1,48,199,"B",1318
59,1,152.5,52.3,20.9,13,128,"C",1154.3
43,0,163.8,72.5,15.3,44,206,"C",1443.7
24,0,178.3,67.1,17.4,57,239,"A",1507.3
45,1,159.2,51.2,28.9,56,198,"A",1221.6
43,1,158.3,54,23.1,42,154,"A",1256.2
28,0,182.6,71.7,18.1,62,269,"A",1540.4
53,1,158.8,62.9,26.2,34,162,"A",1295.6
41,0,169.3,54.4,-2.6,25,159,"D",1289.3
22,0,172.1,63.8,16.7,60,225,"B",1473.9
24,0,179.6,65.6,10.5,45,215,"C",1495.2
50,0,173.2,84.1,12,22,197,"D",1539.1
21,0,168.8,58.9,10.4,44,235,"C",1425.6
56,1,169,62.9,14.1,17,138,"C",1299.8
25,0,168.3,72.4,23.5,56,215,"A",1535.5
42,0,171.7,70.5,16.5,47,216,"A",1443.5
61,1,155.5,53.8,23.4,28,136,"A",1164.7
46,0,165.8,65,11.1,45,185,"B",1361.2
30,0,168.4,56.5,8.3,57,232,"C",1359.5
25,1,158.9,51.8,23.1,31,158,"B",1320.8
49,1,158.3,55.3,20,36,154,"A",1240.5
21,1,163.5,47.5,15.3,27,153,"C",1306.6
56,0,167,72.2,19,48,202,"B",1385.5
32,0,181.2,87,20.2,68,239,"C",1666
29,1,157.2,47.9,19.5,40,157,"A",1261.5
22,1,159.3,52.6,22.4,31,168,"B",1343.3
62,0,162,73.1,6.1,15,113,"D",1357
21,0,181.9,76.6,21.6,47,226,"D",1619.1
33,1,163.5,50.1,23.5,33,154,"A",1275.2
55,0,171.3,82.34,11,30,189,"B",1495.3
44,1,165.7,57.1,30.3,50,187,"A",1294.6
23,0,177.1,66.7,15.5,57,205,"C",1506
49,0,168.1,64.1,16.9,41,198,"B",1342.6
22,0,172.8,73.8,15.2,51,211,"B",1571.1
41,1,164.1,67,5.6,2,87,"D",1400.9
51,1,155.7,50.4,19.2,34,135,"D",1179.4
26,0,175.3,70,16.3,49,246,"B",1520.3
43,1,157,54,14.5,39,140,"C",1253.9
27,0,176.9,98.8,16.9,40,202,"D",1795
26,1,168.7,59.1,29.8,39,191,"A",1403.8
63,1,151,55,25.5,28,135,"A",1158.7
24,0,181.6,75.82,8.3,38,254,"D",1597
22,0,172.8,64.7,14.2,47,243,"D",1483.8
37,1,159.4,53.8,21.1,22,142,"C",1284.5
31,0,178.8,97,4.9,51,222,"D",1762.3
29,1,160.7,48.4,0.4,29,149,"D",1272.6
30,0,169.4,73.9,10.6,46,200,"B",1528.4
52,1,154.5,54.4,20.8,21,134,"B",1210.9
